run_ts,symbol,exchange,token,price,atr_pct,beta,abs_beta,enabled,reason,atr_floor,abs_beta_floor,vol_interval,vol_days,beta_days
2026-01-13T21:33:53+05:30,BRITANNIA,NSE,140033.0,5907.0,0.077,0.16,0.16,N,LOW_VOL_AND_LOW_ABS_BETA,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,BSE,NSE,5013761.0,2826.0,0.119,2.44,2.44,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CAMS,NSE,87553.0,712.8,0.104,1.76,1.76,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CANBK,NSE,2763265.0,151.07,0.093,0.86,0.86,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CDSL,NSE,5420545.0,1419.0,0.093,2.26,2.26,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CGPOWER,NSE,194561.0,579.75,0.115,1.44,1.44,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CHOLAFIN,NSE,175361.0,1700.1,0.105,0.79,0.79,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CIPLA,NSE,177665.0,1448.0,0.065,0.9,0.9,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,COALINDIA,NSE,5215745.0,429.0,0.098,1.4,1.4,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,COFORGE,NSE,2955009.0,1708.6,0.111,1.6,1.6,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,COLPAL,NSE,3876097.0,2105.5,0.068,0.81,0.81,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CONCOR,NSE,1215745.0,517.65,0.081,1.04,1.04,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CROMPTON,NSE,4376065.0,252.45,0.101,1.19,1.19,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CUMMINSIND,NSE,486657.0,3970.0,0.098,1.28,1.28,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,CYIENT,NSE,1471489.0,1174.7,0.118,1.07,1.07,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,DABUR,NSE,197633.0,520.65,0.085,0.8,0.8,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,DALBHARAT,NSE,2067201.0,2102.9,0.091,0.85,0.85,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,DELHIVERY,NSE,2457345.0,395.1,0.104,1.44,1.44,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,DIVISLAB,NSE,2800641.0,6430.0,0.081,0.6,0.6,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,DIXON,NSE,5552641.0,11248.0,0.14,1.91,1.91,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,DLF,NSE,3771393.0,651.5,0.089,1.6,1.6,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,DMART,NSE,5097729.0,3832.2,0.089,0.99,0.99,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,DRREDDY,NSE,225537.0,1187.9,0.072,0.86,0.86,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,EICHERMOT,NSE,232961.0,7383.0,0.071,0.62,0.62,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,ETERNAL,NSE,1304833.0,294.25,0.104,1.18,1.18,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,EXIDEIND,NSE,173057.0,345.85,0.086,1.5,1.5,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,FEDERALBNK,NSE,261889.0,249.75,0.084,0.28,0.28,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,FINNIFTY,NSE,,,,,,N,NO_LTP,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,FORTIS,NSE,3735553.0,910.0,0.102,1.2,1.2,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,GAIL,NSE,1207553.0,165.3,0.072,1.6,1.6,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,GLENMARK,NSE,1895937.0,2007.8,0.097,1.5,1.5,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,GMRAIRPORT,NSE,3463169.0,99.32,0.098,1.57,1.57,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,GODREJCP,NSE,2585345.0,1233.0,0.082,0.38,0.38,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,GODREJPROP,NSE,4576001.0,1873.9,0.103,1.86,1.86,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,GRASIM,NSE,315393.0,2771.7,0.07,1.08,1.08,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HAL,NSE,589569.0,4454.0,0.083,1.31,1.31,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HAVELLS,NSE,2513665.0,1428.2,0.075,1.08,1.08,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HCLTECH,NSE,1850625.0,1664.0,0.085,1.14,1.14,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HDFCAMC,NSE,1086465.0,2490.0,0.086,0.76,0.76,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HDFCBANK,NSE,341249.0,934.75,0.064,0.93,0.93,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HDFCLIFE,NSE,119553.0,750.0,0.076,1.24,1.24,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HEROMOTOCO,NSE,345089.0,5705.0,0.081,1.53,1.53,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HFCL,NSE,5619457.0,62.88,0.165,1.66,1.66,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HINDALCO,NSE,348929.0,935.0,0.094,1.53,1.53,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HINDPETRO,NSE,359937.0,448.5,0.103,1.92,1.92,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HINDUNILVR,NSE,356865.0,2389.5,0.07,0.25,0.25,N,LOW_VOL_AND_LOW_ABS_BETA,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HINDZINC,NSE,364545.0,630.5,0.122,1.42,1.42,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,HUDCO,NSE,5331201.0,215.3,0.105,2.18,2.18,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,ICICIBANK,NSE,1270529.0,1436.5,0.063,0.65,0.65,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,ICICIGI,NSE,5573121.0,1890.5,0.073,0.93,0.93,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,ICICIPRULI,NSE,4774913.0,682.05,0.094,0.79,0.79,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IDEA,NSE,3677697.0,10.82,0.211,0.85,0.85,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IDFCFIRSTB,NSE,2863105.0,82.99,0.089,0.49,0.49,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IEX,NSE,56321.0,141.45,0.147,1.68,1.68,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IGL,NSE,2883073.0,181.5,0.089,1.01,1.01,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IIFL,NSE,3023105.0,636.05,0.127,1.15,1.15,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,INDHOTEL,NSE,387073.0,678.0,0.082,1.68,1.68,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,INDIANB,NSE,3663105.0,817.7,0.098,1.79,1.79,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,INDIGO,NSE,2865921.0,4753.5,0.072,1.7,1.7,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,INDUSINDBK,NSE,1346049.0,911.95,0.101,1.64,1.64,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,INDUSTOWER,NSE,7458561.0,427.0,0.127,0.72,0.72,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,INFY,NSE,408065.0,1600.0,0.076,1.27,1.27,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,INOXWIND,NSE,2010113.0,114.84,0.124,2.15,2.15,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IOC,NSE,415745.0,157.22,0.08,1.05,1.05,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IRCTC,NSE,3484417.0,629.9,0.088,1.49,1.49,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IREDA,NSE,5186817.0,140.1,0.124,2.2,2.2,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,IRFC,NSE,519425.0,121.3,0.127,1.62,1.62,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,ITC,NSE,424961.0,334.3,0.081,0.24,0.24,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,JINDALSTEL,NSE,1723649.0,1011.0,0.101,2.04,2.04,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,JIOFIN,NSE,4644609.0,284.15,0.083,2.11,2.11,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,JSWENERGY,NSE,4574465.0,493.1,0.101,2.04,2.04,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,JSWSTEEL,NSE,3001089.0,1178.1,0.089,2.32,2.32,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,JUBLFOOD,NSE,4632577.0,527.1,0.095,1.14,1.14,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,KALYANKJIL,NSE,756481.0,493.0,0.105,1.91,1.91,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,KAYNES,NSE,3095553.0,3700.5,0.142,2.18,2.18,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,KEI,NSE,3407361.0,4330.0,0.096,1.99,1.99,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,KFINTECH,NSE,3419905.0,1054.0,0.112,0.86,0.86,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,KOTAKBANK,NSE,492033.0,2132.0,0.068,0.73,0.73,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,KPITTECH,NSE,2478849.0,1173.7,0.111,1.98,1.98,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,LAURUSLABS,NSE,4923905.0,1061.0,0.102,0.86,0.86,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,LICHSGFIN,NSE,511233.0,521.0,0.077,0.72,0.72,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,LICI,NSE,2426881.0,830.8,0.063,0.66,0.66,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,LODHA,NSE,824321.0,1071.4,0.104,1.52,1.52,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,LT,NSE,2939649.0,3890.0,0.07,1.33,1.33,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,LTF,NSE,6386689.0,287.25,0.113,1.65,1.65,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,LTIM,NSE,4561409.0,6108.0,0.082,1.02,1.02,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,LUPIN,NSE,2672641.0,2177.4,0.077,0.88,0.88,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,M&M,NSE,519937.0,3658.0,0.074,1.01,1.01,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MANAPPURAM,NSE,4879617.0,307.0,0.139,1.84,1.84,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MANKIND,NSE,3937281.0,2216.5,0.082,1.39,1.39,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MARICO,NSE,1041153.0,754.2,0.079,0.61,0.61,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MARUTI,NSE,2815745.0,16387.0,0.069,0.94,0.94,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MAXHEALTH,NSE,5728513.0,1029.9,0.097,1.26,1.26,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MAZDOCK,NSE,130305.0,2475.6,0.129,2.15,2.15,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MCX,NSE,7982337.0,2293.0,0.13,2.01,2.01,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MFSL,NSE,548353.0,1645.0,0.096,1.36,1.36,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MIDCPNIFTY,NSE,,,,,,N,NO_LTP,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MOTHERSON,NSE,1076225.0,114.38,0.096,1.26,1.26,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MPHASIS,NSE,1152769.0,2860.0,0.087,0.72,0.72,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,MUTHOOTFIN,NSE,6054401.0,3915.7,0.096,1.22,1.22,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NATIONALUM,NSE,1629185.0,356.95,0.136,1.76,1.76,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NAUKRI,NSE,3520257.0,1333.9,0.093,1.19,1.19,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NBCC,NSE,8042241.0,105.29,0.118,1.91,1.91,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NCC,NSE,593665.0,149.8,0.113,1.6,1.6,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NESTLEIND,NSE,4598529.0,1315.6,0.081,0.8,0.8,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NHPC,NSE,4454401.0,81.23,0.098,1.32,1.32,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NIFTY 50,NSE,256265.0,25732.3,0.03,1.0,1.0,Y,PROTECTED_SKIP,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NIFTY BANK,NSE,260105.0,59578.8,0.039,0.79,0.79,Y,PROTECTED_SKIP,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NIFTYNXT50,NSE,,,,,,N,NO_LTP,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NMDC,NSE,3924993.0,82.05,0.119,1.9,1.9,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NTPC,NSE,2977281.0,337.95,0.079,1.11,1.11,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NUVAMA,NSE,4792577.0,1421.0,0.115,1.74,1.74,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,NYKAA,NSE,1675521.0,255.95,0.105,0.92,0.92,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,OBEROIRLTY,NSE,5181953.0,1655.8,0.094,0.98,0.98,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,OFSS,NSE,2748929.0,7685.0,0.076,1.72,1.72,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,OIL,NSE,4464129.0,449.5,0.101,0.97,0.97,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,ONGC,NSE,633601.0,243.5,0.076,0.92,0.92,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PAGEIND,NSE,3689729.0,34550.0,0.071,1.03,1.03,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PATANJALI,NSE,4359425.0,543.7,0.084,0.9,0.9,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PAYTM,NSE,1716481.0,1281.6,0.1,1.56,1.56,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PERSISTENT,NSE,4701441.0,6350.0,0.098,1.83,1.83,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PETRONET,NSE,2905857.0,287.05,0.085,1.03,1.03,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PFC,NSE,3660545.0,369.95,0.097,1.67,1.67,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PGEL,NSE,6491649.0,590.9,0.141,2.1,2.1,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PHOENIXLTD,NSE,3725313.0,1892.5,0.093,0.55,0.55,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PIDILITIND,NSE,681985.0,1495.0,0.074,0.82,0.82,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PIIND,NSE,6191105.0,3250.0,0.076,0.26,0.26,N,LOW_VOL_AND_LOW_ABS_BETA,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PNB,NSE,2730497.0,124.33,0.087,1.42,1.42,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PNBHOUSING,NSE,4840449.0,970.7,0.113,2.16,2.16,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,POLICYBZR,NSE,1703937.0,1631.0,0.11,1.27,1.27,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,POLYCAB,NSE,2455041.0,7517.5,0.089,1.59,1.59,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,POWERGRID,NSE,3834113.0,259.2,0.079,1.13,1.13,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,POWERINDIA,NSE,4724993.0,17072.0,0.131,1.77,1.77,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PPLPHARMA,NSE,2962177.0,168.08,0.116,2.15,2.15,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,PRESTIGE,NSE,5197313.0,1513.5,0.113,1.22,1.22,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,RBLBANK,NSE,4708097.0,304.5,0.108,1.44,1.44,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,RECLTD,NSE,3930881.0,366.8,0.104,1.87,1.87,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,RELIANCE,NSE,738561.0,1456.9,0.067,1.37,1.37,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,RVNL,NSE,2445313.0,329.55,0.159,1.44,1.44,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SAIL,NSE,758529.0,147.62,0.121,1.89,1.89,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SAMMAANCAP,NSE,7712001.0,142.0,0.117,0.97,0.97,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SBICARD,NSE,4600577.0,858.0,0.092,1.42,1.42,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SBILIFE,NSE,5582849.0,2076.9,0.07,0.51,0.51,N,LOW_VOL_AND_LOW_ABS_BETA,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SBIN,NSE,779521.0,1028.5,0.063,0.62,0.62,Y,ENABLED_OK,0.08,0.6,minute,21,60
